image_path,label
data\processed\opel\emblema-opel-logo-kupa-bardak-porselen-kc3522548-1-df6f07470c0247378e8fde4c792acb6c.jpg,4
data\processed\toyota\images223.jpg,6
data\processed\mercedes\images16.jpg,3
data\processed\opel\images182.jpg,4
data\processed\mazda\5c73e580f3fd13e7f7145a62eede6c7b.jpg,2
data\processed\toyota\images169.jpg,6
data\processed\mercedes\images214.jpg,3
data\processed\volkswagen\volkswagen_logosunu_degistirdi_iste_yeni_logonun_detaylari_1568125436_6153.jpg,7
data\processed\toyota\toyota-logo1.jpg,6
data\processed\lexus\images32.jpg,1
data\processed\opel\images303.jpg,4
data\processed\volkswagen\5ad92633ae78491fe8546ef1.jpg,7
data\processed\toyota\images360.jpg,6
data\processed\mercedes\images127.jpg,3
data\processed\opel\640xauto.jpg,4
data\processed\hyundai\images6.jpg,0
data\processed\toyota\images75.jpg,6
data\processed\hyundai\images380.jpg,0
data\processed\toyota\a2.jpg,6
data\processed\opel\a2.jpg,4
data\processed\toyota\images312.jpg,6
data\processed\lexus\a6.jpg,1
data\processed\hyundai\images270.jpg,0
data\processed\skoda\images74.jpg,5
data\processed\opel\images126.jpg,4
data\processed\hyundai\images338.jpg,0
data\processed\mercedes\images336.jpg,3
data\processed\mercedes\a800px-Mercedes_Benz_Logo_11-1.jpg,3
data\processed\hyundai\images311.jpg,0
data\processed\hyundai\images475.jpg,0
data\processed\mercedes\images285.jpg,3
data\processed\lexus\smoke_tint_for_lexus_logo_1605679433_ffd01095.jpg,1
data\processed\hyundai\images262.jpg,0
data\processed\lexus\images165.jpg,1
data\processed\volkswagen\images347.jpg,7
data\processed\volkswagen\images258.jpg,7
data\processed\volkswagen\images305.jpg,7
data\processed\mercedes\images264.jpg,3
data\processed\mazda\45b70c2s-960.jpg,2
data\processed\opel\images114.jpg,4
data\processed\skoda\images119.jpg,5
data\processed\toyota\images281.jpg,6
data\processed\skoda\rome-italy-february-16-2017-260nw-580577839.jpg,5
data\processed\opel\images388.jpg,4
data\processed\volkswagen\vw213vw.jpg,7
data\processed\mazda\581f76628d2bf61998d90e5b-large.jpg,2
data\processed\opel\opel-logo-1987-aftermarket-decal-sticker-beyaz-araba-1000x1000.jpg,4
data\processed\hyundai\images272.jpg,0
data\processed\hyundai\images233.jpg,0
data\processed\mazda\20c953as-960.jpg,2
data\processed\hyundai\images86.jpg,0
data\processed\skoda\images314.jpg,5
data\processed\hyundai\images120.jpg,0
data\processed\toyota\Toyota-Logo-Vector-Free-Vector.jpg,6
data\processed\toyota\images274.jpg,6
data\processed\mazda\MAZDA-Theme-for-Pocket-PC_1_71241.jpg,2
data\processed\lexus\images36.jpg,1
data\processed\mazda\5bbc928d75c4b.jpg,2
data\processed\volkswagen\images225.jpg,7
data\processed\hyundai\images432.jpg,0
data\processed\mazda\41SkVMKDLaL.jpg,2
data\processed\volkswagen\images332.jpg,7
data\processed\mercedes\images8.jpg,3
data\processed\opel\images184.jpg,4
data\processed\toyota\images34.jpg,6
data\processed\mercedes\images307.jpg,3
data\processed\lexus\images275.jpg,1
data\processed\toyota\images103.jpg,6
data\processed\volkswagen\vw88.jpg,7
data\processed\mercedes\mercedes-benz-logosu-duvar-kagidi-1920x1080-20976_48.jpg,3
data\processed\hyundai\images62.jpg,0
data\processed\mazda\b752296b53bc.jpg,2
data\processed\lexus\images20.jpg,1
data\processed\skoda\images395.jpg,5
data\processed\lexus\images45.jpg,1
data\processed\toyota\images351.jpg,6
data\processed\toyota\a8.jpg,6
data\processed\mazda\1b5f026cfb44408bb09025c3ae79bb5c.jpg,2
data\processed\mercedes\images223.jpg,3
data\processed\skoda\images357.jpg,5
data\processed\skoda\images39.jpg,5
data\processed\opel\0UAAAgMJpeA-960.jpg,4
data\processed\mercedes\images148.jpg,3
data\processed\mazda\mazda-1_1024x1024.jpg,2
data\processed\skoda\images484.jpg,5
data\processed\toyota\images42.jpg,6
data\processed\skoda\images207.jpg,5
data\processed\skoda\images189.jpg,5
data\processed\opel\images144.jpg,4
data\processed\skoda\skoda-logo-95910.jpg,5
data\processed\mazda\9007029470.jpg,2
data\processed\lexus\images97.jpg,1
data\processed\skoda\images349.jpg,5
data\processed\lexus\images288.jpg,1
data\processed\mazda\5afe789d6c86cb065e3f08321.jpg,2
data\processed\hyundai\images406.jpg,0
data\processed\hyundai\images129.jpg,0
data\processed\mercedes\images208.jpg,3
data\processed\mercedes\images332.jpg,3
data\processed\opel\images424.jpg,4
data\processed\mercedes\images281.jpg,3
data\processed\lexus\images87.jpg,1
data\processed\opel\247befu-480.jpg,4
data\processed\volkswagen\vw41.jpg,7
data\processed\volkswagen\2520829_93c6a36aa4433732c7fe91dcfa96dbc9.jpg,7
data\processed\lexus\images9.jpg,1
data\processed\hyundai\images381.jpg,0
data\processed\lexus\images196.jpg,1
data\processed\mercedes\images61.jpg,3
data\processed\hyundai\images1.jpg,0
data\processed\volkswagen\a7.jpg,7
data\processed\mazda\25d04f089fb4c60d2543faedeed76b14.jpg,2
data\processed\opel\images207.jpg,4
data\processed\mazda\3-x5ft-MazdaSpeed-Banner-Flag-Mazda-Speed-Racing-print-Polyester-banner-flag-Size-150-90cm.jpg,2
data\processed\mazda\Jameo-3D.jpg,2
data\processed\mazda\0001.jpg,2
data\processed\mazda\Mazda-logo-wallpaper-010.jpg,2
data\processed\lexus\images264.jpg,1
data\processed\mercedes\images321.jpg,3
data\processed\skoda\images285.jpg,5
data\processed\mazda\DSC_0002.JPG.jpg,2
data\processed\skoda\images69.jpg,5
data\processed\hyundai\images166.jpg,0
data\processed\skoda\images330.jpg,5
data\processed\skoda\images25.jpg,5
data\processed\opel\Opel-Logo-Arma-Patch-ORJ-001.jpg,4
data\processed\opel\images262.jpg,4
data\processed\opel\images101.jpg,4
data\processed\skoda\images49.jpg,5
data\processed\toyota\images264.jpg,6
data\processed\mercedes\images215.jpg,3
data\processed\toyota\images206.jpg,6
data\processed\volkswagen\vw44.jpg,7
data\processed\lexus\Lexus-logo-gold.jpg,1
data\processed\mazda\d72bd306877e48a493d00f6d2b4648f4.jpg,2
data\processed\mazda\153648860.jpg,2
data\processed\opel\images193.jpg,4
data\processed\skoda\images6.jpg,5
data\processed\skoda\images196.jpg,5
data\processed\mercedes\images305.jpg,3
data\processed\skoda\images474.jpg,5
data\processed\opel\images294.jpg,4
data\processed\mazda\17848079364445.jpg,2
data\processed\opel\images453.jpg,4
data\processed\mercedes\images71.jpg,3
data\processed\skoda\images531.jpg,5
data\processed\mercedes\images179.jpg,3
data\processed\lexus\a9.jpg,1
data\processed\mercedes\images240.jpg,3
data\processed\opel\images378.jpg,4
data\processed\mazda\mazda-to-bring-diesel-engines-in-the-us-12262_1.jpg,2
data\processed\mercedes\images170.jpg,3
data\processed\hyundai\images449.jpg,0
data\processed\volkswagen\w1.jpg,7
data\processed\skoda\images372.jpg,5
data\processed\hyundai\images116.jpg,0
data\processed\mazda\kisspng-mazda-rx-7-car-mazda-rx-8-mazda6-5b3ec8c8d45d05.9910162915308412888699.jpg,2
data\processed\opel\images433.jpg,4
data\processed\toyota\images87.jpg,6
data\processed\hyundai\images322.jpg,0
data\processed\mazda\MazdaLogoAndroidPhoneHDWallpapers.jpg,2
data\processed\opel\images85.jpg,4
data\processed\skoda\images290.jpg,5
data\processed\mercedes\mercedes-benz-car-motor-vehicle-service-luxury-vehicle-mercedes-logo-png.jpg,3
data\processed\mazda\Mazda-emblem-2.jpg,2
data\processed\hyundai\images21.jpg,0
data\processed\opel\a9.jpg,4
data\processed\hyundai\images66.jpg,0
data\processed\opel\images227.jpg,4
data\processed\skoda\540102565_tn50_0.jpg,5
data\processed\mazda\698ff3es-100.jpg,2
data\processed\toyota\images309.jpg,6
data\processed\hyundai\images437.jpg,0
data\processed\lexus\images96.jpg,1
data\processed\opel\images347.jpg,4
data\processed\skoda\c1.jpg,5
data\processed\skoda\images309.jpg,5
data\processed\hyundai\images345.jpg,0
data\processed\lexus\images220.jpg,1
data\processed\mercedes\1200px-Mercedes_Benz_Logo_11-1.jpg,3
data\processed\mazda\mazda_logo_3d_model_3ds_fbx_obj_max_57b58704-9917-4b4e-a5fc-f9f055bce20e.jpg,2
data\processed\toyota\a9.jpg,6
data\processed\skoda\images361.jpg,5
data\processed\mazda\ae7c29e7-mazda-dealer-logo1.jpg,2
data\processed\hyundai\images149.jpg,0
data\processed\volkswagen\1_org_zoom1.jpg,7
data\processed\toyota\images239.jpg,6
data\processed\mazda\ABS-plastic-led-auto-badges-emblems-4s.jpg,2
data\processed\lexus\images108.jpg,1
data\processed\skoda\images202.jpg,5
data\processed\opel\images252.jpg,4
data\processed\opel\images243.jpg,4
data\processed\lexus\images12.jpg,1
data\processed\mazda\MazdaLogo.JPG.jpg,2
data\processed\mazda\-FAST-SHIPPING-Chrome-MazDa-Sticker-3D-MazDa-Logo-Badge-Decal-For-MazDa-3-6-Head.jpg,2
data\processed\skoda\images117.jpg,5
data\processed\volkswagen\images22.jpg,7
data\processed\lexus\images278.jpg,1
data\processed\toyota\images44.jpg,6
data\processed\hyundai\images476.jpg,0
data\processed\toyota\images77.jpg,6
data\processed\toyota\0_org_zoom2.jpg,6
data\processed\hyundai\images85.jpg,0
data\processed\toyota\Toyota-logo-650w.jpg,6
data\processed\skoda\images401.jpg,5
data\processed\volkswagen\images238.jpg,7
data\processed\hyundai\images134.jpg,0
data\processed\toyota\images228.jpg,6
data\processed\toyota\images279.jpg,6
data\processed\hyundai\images175.jpg,0
data\processed\hyundai\images205.jpg,0
data\processed\opel\images458.jpg,4
data\processed\toyota\images76.jpg,6
data\processed\opel\images448.jpg,4
data\processed\lexus\images300.jpg,1
data\processed\toyota\images225.jpg,6
data\processed\hyundai\images265.jpg,0
data\processed\mercedes\Mercedes-Logo-Arma-Patch-ORJ-003.jpg,3
data\processed\hyundai\images132.jpg,0
data\processed\toyota\images231.jpg,6
data\processed\volkswagen\103861.jpg,7
data\processed\lexus\show-at-the-cobo-center-in-detroit-on-january-11-2011-upibrian-kersey-TXFPF7.jpg,1
data\processed\mercedes\images138.jpg,3
data\processed\mazda\2e3f6b4bc352ccd06e368334a17dd65b.jpg,2
data\processed\volkswagen\images36.jpg,7
data\processed\mazda\images77.jpg,2
data\processed\volkswagen\volkswagen-yeni-logo.jpg,7
data\processed\volkswagen\images1.jpg,7
data\processed\lexus\images262.jpg,1
data\processed\mazda\emio-car-ford-motor-company-logo-mazda-5b3f68ea579b01.3390874415308822823589.jpg,2
data\processed\toyota\images100.jpg,6
data\processed\mazda\0013.jpg,2
data\processed\skoda\images51.jpg,5
data\processed\volkswagen\images38.jpg,7
data\processed\mercedes\images245.jpg,3
data\processed\lexus\1d07b86s-1920.jpg,1
data\processed\volkswagen\images241.jpg,7
data\processed\opel\images411.jpg,4
data\processed\hyundai\images375.jpg,0
data\processed\toyota\images251.jpg,6
data\processed\opel\images91.jpg,4
data\processed\opel\a5.jpg,4
data\processed\opel\images192.jpg,4
data\processed\mazda\XSAAAgC9SuA-960.jpg,2
data\processed\hyundai\images159.jpg,0
data\processed\volkswagen\vw.jpg,7
data\processed\opel\images321.jpg,4
data\processed\toyota\images300.jpg,6
data\processed\mercedes\images260.jpg,3
data\processed\lexus\images113.jpg,1
data\processed\skoda\images210.jpg,5
data\processed\mercedes\cf201fe7c3ca73c4f1a35feb6daa55ce.jpg,3
data\processed\skoda\140d97b88f3e252da611edd57ce2d75c.jpg,5
data\processed\opel\opel-logo-at-the-goods-distribution-center-of-the-opel-group-bochum-germany-europe-WX74XE.jpg,4
data\processed\mazda\images221.jpg,2
data\processed\mazda\s-l10002.jpg,2
data\processed\hyundai\images170.jpg,0
data\processed\volkswagen\images159.jpg,7
data\processed\mercedes\images18.jpg,3
data\processed\mazda\2010-Mazda-5-car-PVC-material-logo-light-car-badge-light-auto-led-emblem-light-for.jpg,2
data\processed\volkswagen\images365.jpg,7
data\processed\mercedes\images322.jpg,3
data\processed\lexus\images286.jpg,1
data\processed\opel\images237.jpg,4
data\processed\mercedes\mrc3.jpg,3
data\processed\skoda\images26.jpg,5
data\processed\skoda\images324.jpg,5
data\processed\volkswagen\images285.jpg,7
data\processed\volkswagen\0_org_zoom.jpg,7
data\processed\mazda\signet-3333456_1920-1536x1024.jpg,2
data\processed\volkswagen\images169.jpg,7
data\processed\mazda\635744021825723599-GettyImages-153648937.jpg,2
data\processed\mazda\mazda-logo-3d-model-116168.jpg,2
data\processed\hyundai\cc1.jpg,0
data\processed\volkswagen\a2.jpg,7
data\processed\volkswagen\images202.jpg,7
data\processed\opel\images122.jpg,4
data\processed\hyundai\images133.jpg,0
data\processed\skoda\images103.jpg,5
data\processed\volkswagen\a20.jpg,7
data\processed\mazda\shtatnaya-magnitola-gazer-cm6508-mgh-mazda-6-mgh-2007-2013.jpg,2
data\processed\mercedes\images135.jpg,3
data\processed\lexus\images246.jpg,1
data\processed\hyundai\images302.jpg,0
data\processed\mercedes\images123.jpg,3
data\processed\mercedes\images257.jpg,3
data\processed\mercedes\mrc12.jpg,3
data\processed\mazda\HTB1ycBJFVXXXXXVXVXXq6xXFXXXG.jpg,2
data\processed\mercedes\il_570xN.1102435658_t6e1.jpg,3
data\processed\mercedes\images115.jpg,3
data\processed\volkswagen\volkswagen-logo-3d-ic-sticker-siyah-5dc0fd.jpg,7
data\processed\lexus\images27.jpg,1
data\processed\skoda\images138.jpg,5
data\processed\lexus\a8.jpg,1
data\processed\skoda\images.jpg,5
data\processed\volkswagen\images203.jpg,7
data\processed\lexus\images49.jpg,1
data\processed\volkswagen\images337.jpg,7
data\processed\volkswagen\images291.jpg,7
data\processed\hyundai\images366.jpg,0
